["deep learning", 1947.753816140493]
["image understanding", 17.66663387499864]
["joint loglikelihood", 17.66663387499864]
["large training data", 17.66663387499864]
["lowerlevel features", 17.66663387499864]
["meaningful features", 17.66663387499864]
["mutation operations", 17.66663387499864]
["nonconjugate models", 17.66663387499864]
["patchbased training", 17.66663387499864]
["poselet activations", 17.66663387499864]
["previous experiment", 17.66663387499864]
["semantic embeddings", 17.66663387499864]
["standard neural net", 17.66663387499864]
["sumproduct networks", 17.66663387499864]
["trainvalidtest sets", 17.66663387499864]
["unsupervised method", 17.66663387499864]
["functionpreserving transformations", 17.63180262308081]
["unsupervised layerwise pretraining", 17.63180262308081]
["graph structure", 17.602326307164365]
["real world", 17.59832892502592]
["c doersch", 17.577796618689757]
["dataset d", 17.577796618689757]
["deep caps", 17.577796618689757]
["f pereira", 17.577796618689757]
["h valpola", 17.577796618689757]
["p lamblin", 17.577796618689757]
["root node", 17.577796618689757]
["san mateo", 17.577796618689757]
["table iii", 17.577796618689757]
["web pages", 17.577796618689757]
["apr vol", 17.51319134149782]
["b kulis", 17.51319134149782]
["j bruna", 17.51319134149782]
["j zhang", 17.51319134149782]
["quoc le", 17.51319134149782]
["w maass", 17.51319134149782]
["y w teh", 17.51319134149782]
["automatic relevance determination", 17.482537807332402]
["conversational speech recognition", 17.482537807332402]
["fundamental deep learning problem", 17.482537807332402]
["multiclass classification problem", 17.482537807332402]
["discriminative training", 17.46918206017669]
["sequence data", 17.44165563073845]
["colon glands", 17.394346548516]
["d mcallester", 17.394346548516]
["d schuurmans", 17.394346548516]
["data quality", 17.394346548516]
["g desjardins", 17.394346548516]
["input tensor", 17.394346548516]
["ml framework", 17.394346548516]
["p j phillips", 17.394346548516]
["random order", 17.394346548516]
["real samples", 17.394346548516]
["shared views", 17.394346548516]
["smart energy", 17.394346548516]
["upper bounds", 17.394346548516]
["valid subset", 17.394346548516]
["vector field", 17.394346548516]
["w bruce crof", 17.394346548516]
["ˆy  y  ˆp  p", 17.394346548516]
["augmented features", 17.342230547376985]
["binary classifiers", 17.342230547376985]
["convolutional nets", 17.342230547376985]
["crossover operator", 17.342230547376985]
["default parameters", 17.342230547376985]
["document frequency", 17.342230547376985]
["effective strategy", 17.342230547376985]
["empirical estimate", 17.342230547376985]
["evangelos kanoulas", 17.342230547376985]
["experiment results", 17.342230547376985]
["exponential kernel", 17.342230547376985]
["final architecture", 17.342230547376985]
["global consistency", 17.342230547376985]
["graphbased methods", 17.342230547376985]
["harvard university", 17.342230547376985]
["heterogeneous data", 17.342230547376985]
["history compressor", 17.342230547376985]
["important question", 17.342230547376985]
["interested readers", 17.342230547376985]
["knearest neighbors", 17.342230547376985]
["local deformations", 17.342230547376985]
["modelbased testing", 17.342230547376985]
["nonlinear features", 17.342230547376985]
["object delineation", 17.342230547376985]
["overcomplete basis", 17.342230547376985]
["pretrained weights", 17.342230547376985]
["relevance judgment", 17.342230547376985]
["rnn encoderdecoder", 17.342230547376985]
["shallow da methods", 17.342230547376985]
["similarity measure", 17.342230547376985]
["speaker adaptation", 17.342230547376985]
["synthetic datasets", 17.342230547376985]
["training iteration", 17.342230547376985]
["ieee computer society conference", 17.328679513998633]
["r j", 17.30314354652273]
["test cases", 17.269388197455346]
["classification models", 17.252293813766066]
["graph representations", 17.252293813766066]
["contractive autoencoder", 17.245218187610323]
["correspondence learning", 17.245218187610323]
["expectation propagation", 17.245218187610323]
["quadratic approximation", 17.245218187610323]
["l m", 17.211592522467054]
["alternative divergence measures", 17.16993602242573]
["bilinear compatibility function", 17.16993602242573]
["conf proc ieee eng med biol soc", 17.16993602242573]
["explicit vector representations", 17.16993602242573]
["general algorithm configuration", 17.16993602242573]
["good generalization performance", 17.16993602242573]
["logistic regression experiments", 17.16993602242573]
["neural image caption generation", 17.16993602242573]
["learning system", 17.150984606980664]
["_ j", 17.028490474355703]
["breast cancer histology images", 17.005986908310778]
["diferent input representations", 17.005986908310778]
["dropout nn  maxnorm constraint", 17.005986908310778]
["information retrieval measures", 17.005986908310778]
["learned feature representation", 17.005986908310778]
["major commercial search engine", 17.005986908310778]
["noiserobust speech recognition", 17.005986908310778]
["stacked denoising autoencoders", 17.005986908310778]
["andrew rabinovich", 16.9992800643373]
["bayesian learning", 16.9992800643373]
["class predictions", 16.9992800643373]
["conditional model", 16.9992800643373]
["corrupted version", 16.9992800643373]
["curran associates", 16.9992800643373]
["domain complexity", 16.9992800643373]
["dssm architecture", 16.9992800643373]
["excellent results", 16.9992800643373]
["exemplar learning", 16.9992800643373]
["fourier transform", 16.9992800643373]
["global parameters", 16.9992800643373]
["identity mappings", 16.9992800643373]
["individual models", 16.9992800643373]
["inference network", 16.9992800643373]
["invariant mapping", 16.9992800643373]
["krzysztof krawiec", 16.9992800643373]
["model compression", 16.9992800643373]
["nonlinear mapping", 16.9992800643373]
["positive examples", 16.9992800643373]
["powerful approach", 16.9992800643373]
["production ranker", 16.9992800643373]
["r r salakhutdinov", 16.9992800643373]
["recurrent network", 16.9992800643373]
["region foreground", 16.9992800643373]
["response surfaces", 16.9992800643373]
["semantic features", 16.9992800643373]
["spatial coherence", 16.9992800643373]
["standard practice", 16.9992800643373]
["static parameters", 16.9992800643373]
["text descriptions", 16.9992800643373]
["training data set", 16.9992800643373]
["unet architecture", 16.9992800643373]
["unified framework", 16.9992800643373]
["unseen categories", 16.9992800643373]
["visual attributes", 16.9992800643373]
["weight parameters", 16.9992800643373]
["figure", 16.974563392686836]
["training strategies", 16.930524130207033]
["singular values", 16.925313756888812]
["learning rules", 16.889966909537655]
["30th international conference", 16.83647914993237]
["arxiv preprint arxiv160509782", 16.83647914993237]
["binary classification problem", 16.83647914993237]
["biomedical image segmentation", 16.83647914993237]
["computerassisted intervention", 16.83647914993237]
["efficient architecture search", 16.83647914993237]
["gaussian process optimization", 16.83647914993237]
["global contrast normalization", 16.83647914993237]
["invariant feature hierarchies", 16.83647914993237]
["multimodal multitask learning", 16.83647914993237]
["nonlinear activation function", 16.83647914993237]
["semisupervised nrl algorithms", 16.83647914993237]
["smalldepth threshold circuits", 16.83647914993237]
["stacked denoising autoencoder", 16.83647914993237]
["supervised training criterion", 16.83647914993237]
["____ pexpgz", 16.785266909588593]
["african set", 16.785266909588593]
["d henderson", 16.785266909588593]
["e shelhamer", 16.785266909588593]
["edge images", 16.785266909588593]
["grossmann p", 16.785266909588593]
["h daume iii", 16.785266909588593]
["k borgwardt", 16.785266909588593]
["kernel size", 16.785266909588593]
["key insight", 16.785266909588593]
["m bernstein", 16.785266909588593]
["poisson mcf", 16.785266909588593]
["rgbd images", 16.785266909588593]
["se research", 16.785266909588593]
["token types", 16.785266909588593]
["valid moves", 16.785266909588593]
["working set", 16.785266909588593]
["xiaoou tang", 16.785266909588593]
["breast cancer", 16.757669135415373]
["computational biology", 16.744873407478828]
["geometric deep learning", 16.722635818288797]
["level features", 16.714029754229973]
["map", 16.709369761933058]
["data reconstruction", 16.685154215276494]
["normal distribution", 16.685154215276494]
["error", 16.673532918588123]
["arxiv preprint arxiv14091556", 16.66102255087602]
["contentbased image retrieval", 16.66102255087602]
["deep software language model", 16.66102255087602]
["image classification dataset", 16.66102255087602]
["incremental learning setting", 16.66102255087602]
["neural information retrieval", 16.66102255087602]
["overcomplete representations", 16.66102255087602]
["spatial transformer networks", 16.66102255087602]
["squared reconstruction error", 16.66102255087602]
["test set avg dcg performance", 16.66102255087602]
["traditional retrieval models", 16.66102255087602]
["b caputo", 16.635532333438686]
["bayesian methods", 16.635532333438686]
["chromatic fading", 16.635532333438686]
["context vertices", 16.635532333438686]
["distributed ssgd", 16.635532333438686]
["dnn architecture", 16.635532333438686]
["document vectors", 16.635532333438686]
["feature detector", 16.635532333438686]
["frequency domain", 16.635532333438686]
["high probability", 16.635532333438686]
["ian j goodfellow", 16.635532333438686]
["independent runs", 16.635532333438686]
["key idea", 16.635532333438686]
["lfwlike protocol", 16.635532333438686]
["local relevances", 16.635532333438686]
["m jordan", 16.635532333438686]
["maarten de rijke", 16.635532333438686]
["modified version", 16.635532333438686]
["order prediction", 16.635532333438686]
["phone error rate", 16.635532333438686]
["positive samples", 16.635532333438686]
["pretrained model", 16.635532333438686]
["ranking accuracy", 16.635532333438686]
["reimplementation", 16.635532333438686]
["ridge regression", 16.635532333438686]
["sanjeev satheesh", 16.635532333438686]
["sds task", 16.635532333438686]
["selfdriving cars", 16.635532333438686]
["series b", 16.635532333438686]
["siamese networks", 16.635532333438686]
["simple algorithm", 16.635532333438686]
["singular vectors", 16.635532333438686]
["spatial location", 16.635532333438686]
["training details", 16.635532333438686]
["x  h", 16.635532333438686]
["positive phase", 16.494108310095363]
["adversarialbased approaches", 16.479184330021646]
["deep reinforcement learning", 16.479184330021646]
["intermediate representation", 16.479184330021646]
["large scale kernel machines", 16.479184330021646]
["nips deep learning workshop", 16.479184330021646]
["object classification tasks", 16.479184330021646]
["pattern recognition letters", 16.479184330021646]
["signal processing community", 16.479184330021646]
["stochastic gradient methods", 16.479184330021646]
["transfer component analysis", 16.479184330021646]
["international symposium", 16.461344633628038]
