["deep learning", 2494.1352311450464]
["random ordering", 5.41610040220442]
["random settings", 5.41610040220442]
["ranking feature", 5.41610040220442]
["ranking measure", 5.41610040220442]
["rankprob  dense", 5.41610040220442]
["rankprob  embed", 5.41610040220442]
["raw information", 5.41610040220442]
["raw speech data", 5.41610040220442]
["rbf base kernel", 5.41610040220442]
["real perception", 5.41610040220442]
["realistic video", 5.41610040220442]
["realworld tasks", 5.41610040220442]
["recent attempts", 5.41610040220442]
["recent examples", 5.41610040220442]
["recent interest", 5.41610040220442]
["reference point", 5.41610040220442]
["related methods", 5.41610040220442]
["related problem", 5.41610040220442]
["related revenue", 5.41610040220442]
["relative nature", 5.41610040220442]
["relative weight", 5.41610040220442]
["relaxed version", 5.41610040220442]
["release problem", 5.41610040220442]
["reliable labels", 5.41610040220442]
["renato negrinho", 5.41610040220442]
["rendered images", 5.41610040220442]
["represent users", 5.41610040220442]
["reranking tasks", 5.41610040220442]
["research grants", 5.41610040220442]
["residual matrix", 5.41610040220442]
["resnet34 models", 5.41610040220442]
["retraining data", 5.41610040220442]
["retrieval score", 5.41610040220442]
["reward function", 5.41610040220442]
["rich repertoire", 5.41610040220442]
["richard n aslin", 5.41610040220442]
["robert c atkins", 5.41610040220442]
["robert l mercer", 5.41610040220442]
["roberta results", 5.41610040220442]
["robust learning", 5.41610040220442]
["robust tendency", 5.41610040220442]
["rodrigo fonseca", 5.41610040220442]
["ross b girshick", 5.41610040220442]
["rotten tomatoes", 5.41610040220442]
["rprop algorithm", 5.41610040220442]
["sampler classes", 5.41610040220442]
["sampling method", 5.41610040220442]
["scattered range", 5.41610040220442]
["se applications", 5.41610040220442]
["search approach", 5.41610040220442]
["search result u", 5.41610040220442]
["searchbased pcg", 5.41610040220442]
["sebastian ruder", 5.41610040220442]
["sebastian thrun", 5.41610040220442]
["selling book dr", 5.41610040220442]
["semantic search", 5.41610040220442]
["semantic senses", 5.41610040220442]
["semihard mining", 5.41610040220442]
["separated modes", 5.41610040220442]
["separation loss", 5.41610040220442]
["sgnð_þ function", 5.41610040220442]
["shared subspace", 5.41610040220442]
["sharing classes", 5.41610040220442]
["short documents", 5.41610040220442]
["short sentences", 5.41610040220442]
["shota horiguchi", 5.41610040220442]
["similar effects", 5.41610040220442]
["similar fashion", 5.41610040220442]
["similar meaning", 5.41610040220442]
["similar methods", 5.41610040220442]
["similar problem", 5.41610040220442]
["similar process", 5.41610040220442]
["similar systems", 5.41610040220442]
["simple distance", 5.41610040220442]
["simple strategy", 5.41610040220442]
["simplest method", 5.41610040220442]
["simplified form", 5.41610040220442]
["single  mc  ens", 5.41610040220442]
["single hash bit", 5.41610040220442]
["single language", 5.41610040220442]
["single modality", 5.41610040220442]
["single neurones", 5.41610040220442]
["single randomly", 5.41610040220442]
["singular vector", 5.41610040220442]
["slack variables", 5.41610040220442]
["small fractions", 5.41610040220442]
["small increases", 5.41610040220442]
["smaller kernels", 5.41610040220442]
["sml gibbs chain", 5.41610040220442]
["software system", 5.41610040220442]
["source examples", 5.41610040220442]
["source projects", 5.41610040220442]
["source sentence", 5.41610040220442]
["span loss terms", 5.41610040220442]
["spatial overlap", 5.41610040220442]
["special section", 5.41610040220442]
["specific subset", 5.41610040220442]
["specific word w", 5.41610040220442]
["spectral method", 5.41610040220442]
["spectral points", 5.41610040220442]
["speech category", 5.41610040220442]
["speech waveform", 5.41610040220442]
["spike variables", 5.41610040220442]
["squares problem", 5.41610040220442]
["standard errors", 5.41610040220442]
["stanford school", 5.41610040220442]
["start sign word", 5.41610040220442]
["static image x0", 5.41610040220442]
["stefan carlsson", 5.41610040220442]
["structural patt", 5.41610040220442]
["structured svms", 5.41610040220442]
["structured ways", 5.41610040220442]
["supervised case", 5.41610040220442]
["supervised data", 5.41610040220442]
["surface details", 5.41610040220442]
["surface normals", 5.41610040220442]
["svm classifiers", 5.41610040220442]
["symbolic levels", 5.41610040220442]
["syntactic rules", 5.41610040220442]
["syntactic trees", 5.41610040220442]
["synthetic setup", 5.41610040220442]
["system overview", 5.41610040220442]
["system variants", 5.41610040220442]
["systems biology", 5.41610040220442]
["tag annotations", 5.41610040220442]
["tanimoto kernel", 5.41610040220442]
["target manifold", 5.41610040220442]
["target mappings", 5.41610040220442]
["target projects", 5.41610040220442]
["temporal aspect", 5.41610040220442]
["temporal change", 5.41610040220442]
["test data point", 5.41610040220442]
["test set labels", 5.41610040220442]
["testing samples", 5.41610040220442]
["text collection", 5.41610040220442]
["texture mapping", 5.41610040220442]
["tijmen tieleman", 5.41610040220442]
["trace operation", 5.41610040220442]
["traffic control", 5.41610040220442]
["training inputs", 5.41610040220442]
["training models", 5.41610040220442]
["travel patterns", 5.41610040220442]
["tree structures", 5.41610040220442]
["tsne embeddings", 5.41610040220442]
["twostep process", 5.41610040220442]
["typical machine", 5.41610040220442]
["typical setting", 5.41610040220442]
["typical variant", 5.41610040220442]
["u gretarsdottir", 5.41610040220442]
["unary functions", 5.41610040220442]
["unary potential", 5.41610040220442]
["unc chapel hill", 5.41610040220442]
["underlying task", 5.41610040220442]
["undirected kind", 5.41610040220442]
["uniform outlink", 5.41610040220442]
["uniformly drawn", 5.41610040220442]
["updated beliefs", 5.41610040220442]
["user activities", 5.41610040220442]
["user experience", 5.41610040220442]
["v radosavljevic", 5.41610040220442]
["vahid mirjalili", 5.41610040220442]
["vast quantities", 5.41610040220442]
["vector formulas", 5.41610040220442]
["vgan  fine tune", 5.41610040220442]
["vggm2048 random", 5.41610040220442]
["victor lavrenko", 5.41610040220442]
["vincent dubourg", 5.41610040220442]
["visual elements", 5.41610040220442]
["visual property", 5.41610040220442]
["vital technique", 5.41610040220442]
["vocabulary term", 5.41610040220442]
["vocabulary tree", 5.41610040220442]
["volumetric data", 5.41610040220442]
["web data mining", 5.41610040220442]
["webscale ngrams", 5.41610040220442]
["weight guessing", 5.41610040220442]
["weight matrix u", 5.41610040220442]
["weighted inlink", 5.41610040220442]
["word alignments", 5.41610040220442]
["word prediction", 5.41610040220442]
["word vocabulary", 5.41610040220442]
["wrxt  urht1  br", 5.41610040220442]
["wt  w   λwt  w2", 5.41610040220442]
["wzxt  uzht1  bz", 5.41610040220442]
["yannis avrithis", 5.41610040220442]
["ye y cotransfer", 5.41610040220442]
["α0f  α1d12wd12f", 5.41610040220442]
["classification system", 5.4124843337305295]
["n  n", 5.406548008367573]
["β1", 5.391144737688463]
["_ pp n", 5.375278407684165]
["_ t0 w", 5.375278407684165]
["__x  x", 5.375278407684165]
["b zoph", 5.375278407684165]
["c dyer", 5.375278407684165]
["c olah", 5.375278407684165]
["c yang", 5.375278407684165]
["case w", 5.375278407684165]
["ct j x", 5.375278407684165]
["d tuia", 5.375278407684165]
["d yang", 5.375278407684165]
["d zhou", 5.375278407684165]
["d0  d1", 5.375278407684165]
["def  φ", 5.375278407684165]
["deng l", 5.375278407684165]
["dh  dx", 5.375278407684165]
["dh lee", 5.375278407684165]
["dm lab", 5.375278407684165]
["dpgz d", 5.375278407684165]
["dtrain", 5.375278407684165]
["dþ jdj", 5.375278407684165]
["e step", 5.375278407684165]
["elbo l", 5.375278407684165]
["eq  ηg", 5.375278407684165]
["f chen", 5.375278407684165]
["f wang", 5.375278407684165]
["f wood", 5.375278407684165]
["f x yu", 5.375278407684165]
["fi  fj", 5.375278407684165]
["form p", 5.375278407684165]
["g long", 5.375278407684165]
["g saon", 5.375278407684165]
["h adam", 5.375278407684165]
["h chen", 5.375278407684165]
["h duan", 5.375278407684165]
["h yang", 5.375278407684165]
["hit  k", 5.375278407684165]
["j bect", 5.375278407684165]
["j jiao", 5.375278407684165]
["j peng", 5.375278407684165]
["j stat", 5.375278407684165]
["kai yu", 5.375278407684165]
["l shen", 5.375278407684165]
["log qφ", 5.375278407684165]
["m gori", 5.375278407684165]
["m step", 5.375278407684165]
["m wand", 5.375278407684165]
["m zhou", 5.375278407684165]
["n imam", 5.375278407684165]
["nas v3", 5.375278407684165]
["p auer", 5.375278407684165]
["p hart", 5.375278407684165]
["p torr", 5.375278407684165]
["q tian", 5.375278407684165]
["qt  pt", 5.375278407684165]
["r zhao", 5.375278407684165]
["rl top", 5.375278407684165]
["rs top", 5.375278407684165]
["si  sj", 5.375278407684165]
["tp  fn", 5.375278407684165]
["tℓ  φℓ", 5.375278407684165]
["va usa", 5.375278407684165]
["w   w1", 5.375278407684165]
["wi  vj", 5.375278407684165]
["x zhou", 5.375278407684165]
["xi  zk", 5.375278407684165]
["xs  xt", 5.375278407684165]
["xℓ  hℓ", 5.375278407684165]
["y fang", 5.375278407684165]
["z zhao", 5.375278407684165]
["zjt  c", 5.375278407684165]
["ωx  ωz", 5.375278407684165]
["αi", 5.371890649339576]
["log v", 5.364793041447]
["λ2", 5.337233290311579]
["domain data", 5.328656161774157]
["attribute discovery", 5.299990162499593]
["x2", 5.289807430589057]
["15 10 06 04 04", 5.278114659230517]
["2poisson model", 5.278114659230517]
["32frame videos", 5.278114659230517]
["5shot settings", 5.278114659230517]
["8layer network", 5.278114659230517]
["_ σ2 ij  µ2 ij", 5.278114659230517]
["_________ maps", 5.278114659230517]
["abbreviated wu", 5.278114659230517]
["absolute terms", 5.278114659230517]
["abstract space", 5.278114659230517]
["acnnseg method", 5.278114659230517]
["actual network", 5.278114659230517]
["additional max", 5.278114659230517]
["additive noise", 5.278114659230517]
["adjacent crops", 5.278114659230517]
["adjacent terms", 5.278114659230517]
["adoption media", 5.278114659230517]
["african subset", 5.278114659230517]
["ahmed e hassan", 5.278114659230517]
["al large scale", 5.278114659230517]
["al performance", 5.278114659230517]
["alex perelygin", 5.278114659230517]
["alexander zien", 5.278114659230517]
["alexei baevski", 5.278114659230517]
["alexis conneau", 5.278114659230517]
["ambiguous task", 5.278114659230517]
["ambitious task", 5.278114659230517]
["apple computer", 5.278114659230517]
["architecture α", 5.278114659230517]
["artificial nns", 5.278114659230517]
["atlantic coast", 5.278114659230517]
["attack methods", 5.278114659230517]
["audio features", 5.278114659230517]
["augustus odena", 5.278114659230517]
["auxiliary data", 5.278114659230517]
["b van ginneken", 5.278114659230517]
["baseline agent", 5.278114659230517]
["basic approach", 5.278114659230517]
["benjamin recht", 5.278114659230517]
["bernt schiele2", 5.278114659230517]
["big conspiracy", 5.278114659230517]
["big difference", 5.278114659230517]
["bigger batches", 5.278114659230517]
["blankout noise", 5.278114659230517]
["blood pressure", 5.278114659230517]
["blue rectangle", 5.278114659230517]
["bootstrap test", 5.278114659230517]
["bottom portion", 5.278114659230517]
["bounded subset", 5.278114659230517]
["box candidates", 5.278114659230517]
["box hypotheses", 5.278114659230517]
["breast lesions", 5.278114659230517]
["broader family", 5.278114659230517]
["broader review", 5.278114659230517]
["browsing depth", 5.278114659230517]
["buggy behavior", 5.278114659230517]
["candidate site", 5.278114659230517]
["capital losses", 5.278114659230517]
["car196 dataset", 5.278114659230517]
["ccp iterations", 5.278114659230517]
["central object", 5.278114659230517]
["chemical bonds", 5.278114659230517]
["christian band", 5.278114659230517]
["cifar datasets", 5.278114659230517]
["cifar10 datset", 5.278114659230517]
["cifar10 images", 5.278114659230517]
["class label yi", 5.278114659230517]
["class specific", 5.278114659230517]
["class variable", 5.278114659230517]
["classic models", 5.278114659230517]
["clean examples", 5.278114659230517]
["clean features", 5.278114659230517]
["clear overview", 5.278114659230517]
["close relative", 5.278114659230517]
["cluster counts", 5.278114659230517]
["cluster number", 5.278114659230517]
["cnn parameters", 5.278114659230517]
["code migration", 5.278114659230517]
["coding schemes", 5.278114659230517]
["color bleeding", 5.278114659230517]
["colour channel", 5.278114659230517]
["common pitfall", 5.278114659230517]
["common problem", 5.278114659230517]
["compact models", 5.278114659230517]
["companion loss", 5.278114659230517]
["competitive ul", 5.278114659230517]
["conditionals p", 5.278114659230517]
["content source", 5.278114659230517]
["context matrix", 5.278114659230517]
["context models", 5.278114659230517]
["convergence βt", 5.278114659230517]
["convex problem", 5.278114659230517]
["convex program", 5.278114659230517]
["core component", 5.278114659230517]
["correct answer", 5.278114659230517]
["correct entity", 5.278114659230517]
["countbased lms", 5.278114659230517]
["cref aeroplane", 5.278114659230517]
["crf parameters", 5.278114659230517]
["cub attributes", 5.278114659230517]
